SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS
632704,"1,2",I am a 79-year-old man. I was born in SOUTH AMERICA. I am a Management analyst. I made $202K last year. I studied General Engineering in college.,I live with my female partner.,"We live in the Washington-Arlington-Alexandria, DC-VA-MD-WV area. We live in a 20-49 family building built in the 1970s with 2 bedrooms. We own our home. our annual property taxes are $7000 - 7999.",2: My female partner is 76-year-old. She was born in SOUTH AMERICA. She is a Childcare worker. She made $23.3K last year.
288343,"1,2,3,4,5",I am a 69-year-old woman. I was born in Maryland. I am a Retail salesperson. I made $11.1K last year.,"I live with my husband, my son, my adopted son, and my sister.","We live in Delaware. We live in a house built in the 1980s with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,000 - 3,099.",2: My husband is 81-year-old. He has trouble with his vision. He was born in Delaware. He made $33K last year. | 3: My son is 51-year-old. He was born in Florida. He works as a Production worker. He made $230 last year. | 4: My adopted son is 56-year-old. He was born in Delaware. he have been looking for work. He works as a Construction laborer. He did not have personal income last year. | 5: My sister is 67-year-old. She was born in Maryland. She made $12.4K last year.
644120,"1,2,3,4",I am a 63-year-old man. I was born in Maryland. I am a Facilities manager. I made $119K last year. I studied Business Management and Administration in college. I drive to work. I leave for work at around 7:32 AM. It takes me about 50 minutes to get to work.,I live with my son and 2 female roommates.,"We live in the Baltimore-Columbia-Towson, Maryland area. We live in a house built in the 1970s with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,500 - 3,599.","2: My son is 27-year-old. He was born in Maryland. He works as a Cargo and freight agent. He made $65K last year. he leaves for work at around 6:17 AM. It takes him about 45 minutes to get to work. | 3: My female roommate is 64-year-old. She was born in Massachusetts. She is a Project management specialist. She did not have personal income last year. She studied Psychology. | 4: My female roommate is 64-year-old. She was born in Massachusetts. She is a Project management specialist. She made $62K last year. She studied Physical Fitness, Parks, Recreation, and Leisure."
71427,"1,2",I am a 64-year-old woman. I was born in Arkansas. I am a Surgical technologist. I made $31.8K last year.,I live with my brother.,"We live in the Jonesboro, Arkansas area. We live in a attached house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 100 - 149.",2: My brother is 50-year-old. He was born in Arkansas. He works as a Musician and singer. He made $23.4K last year.
321879,"1,2",I am a 80-year-old man. I was born in New Jersey. I am a Carpenter. I made $12K last year.,I live with my female partner.,"We live in the Deltona-Daytona Beach-Ormond Beach, Florida area. We live in a mobile home or trailer built in the 1970s with 2 bedrooms. We own our home. our annual property taxes are $ 750 - 799.",2: My female partner is 78-year-old. She has trouble with her hearing. She was born in Ohio. She is a Production worker. She made $13.9K last year.
1326044,"1,2,3,4",I am a 29-year-old man. I am a veteran. I was born in Kansas. I am a Correctional officer and jailer. I made $60K last year. I drive to work. I leave for work at around 6:02 AM. It takes me about 20 minutes to get to work.,"I live with my brother, my female partner, and my male roommate.","We live in Texas. We live in a house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,000 - 3,099.","2: My female partner is 28-year-old. She has trouble with her vision. She was born in Pennsylvania. She is a Correctional officer and jailer. She made $64K last year. she leaves for work at around 6:02 AM. It takes her about 20 minutes to get to work. | 3: My brother is 27-year-old. He was born in Kansas. He works as a Correctional officer and jailer. He made $60K last year. he leaves for work at around 6:02 AM. It takes him about 20 minutes to get to work. | 4: My male roommate is 30-year-old. He has trouble with his vision. He was born in Texas. He works as a Coin, vending, and amusement machine servicers and repairer. He made $55K last year."
493006,"1,2,3",I am a 64-year-old woman. I was born in Illinois. I am a Personal care aide. I made $29.1K last year. I drive to work. I leave for work at around 8:02 AM. It takes me about 15 minutes to get to work.,I live with my daughter and my sister.,"We live in the St. Louis, MO-IL area. We live in a mobile home or trailer built in the 2010s with 3 bedrooms. We own our home.",2: My daughter is 44-year-old. She was born in Illinois. she have been looking for work. She is a Registered nurse. She did not have personal income last year. | 3: My sister is 70-year-old. She was born in Illinois. She is a Laundry and dry-cleaning worker. She made $36K last year. she leaves for work at around 1:05 PM. It takes her about 15 minutes to get to work.
861963,"1,2",I am a 70-year-old man. I was born in Italy. I am a Accountant and auditor. I made $387K last year. I studied Accounting in college. I drive to work. I leave for work at around 7:02 AM. It takes me about 30 minutes to get to work.,I live with my female partner.,"We live in the New York-Newark-Jersey City, NY-NJ area. We live in a house built in 2022 with 3 bedrooms. We own our home. our annual property taxes are $18000-18999.",2: My female partner is 61-year-old. She has trouble with her hearing. She was born in Missouri. She is a Animal caretaker. She made $9K last year. she leaves for work at around 7:02 AM. It takes her about 30 minutes to get to work.
98944,"1,2,3,4,5",I am a 28-year-old woman. I moved last year. I was born in Mexico. I have been looking for work. I am a agricultural worker. I did not have personal income last year.,I live with 3 daughters and my mother.,"We live in the Riverside-San Bernardino-Ontario, California area. We live in a 50+ family building built in the 2000s with 3 bedrooms. We rent.",2: My daughter is 2-year-old. She was born in California. | 3: My daughter is 1-year-old. She was born in California. | 4: My daughter is 0-year-old. She was born in California. | 5: My mother is 59-year-old. She was born in Mexico. She is a agricultural worker. She made $1.7K last year. she leaves for work at around 5:32 AM. It takes her about 30 minutes to get to work.
206152,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",I am a 69-year-old woman. I was born in Mexico. I made $11.1K last year.,"I live with 2 sons and my daughter, 6 grandsons, my daughter-in-law, my male partner, and 2 male roommates.","We live in the Los Angeles-Long Beach-Anaheim, California area. We live in a house built in the 1980s with 4 bedrooms. We rent.",2: My male partner is 57-year-old. He has trouble with his vision. He was born in Mexico. He made $20.3K last year. | 3: My son is 43-year-old. He was born in California. He works as a First-line Supervisor of construction trades and extraction worker. He made $112.6K last year. | 4: My daughter is 37-year-old. She was born in California. She is a Retail salesperson. She made $120 last year. She studied Marketing and Marketing Research. she leaves for work at around 3:35 PM. It takes her about 20 minutes to get to work. | 5: My son is 37-year-old. He was born in California. He works as a Sheet metal worker. He made $69K last year. he leaves for work at around 4:05 AM. It takes him about 60 minutes to get to work. | 6: My grandson is 12-year-old. He was born in California. | 7: My grandson is 11-year-old. He was born in California. | 8: My grandson is 9-year-old. He was born in California. | 9: My grandson is 4-year-old. He was born in California. | 10: My grandson is 3-year-old. He was born in California. | 11: My grandson is 2-year-old. He was born in California. | 12: My child-in-law is 33-year-old. She was born in Mexico. She did not have personal income last year. | 13: My male roommate is 58-year-old. He has trouble with his hearing. He was born in Mexico. he have been looking for work. He works as a Roofer. He made $24K last year. | 14: My male roommate is 57-year-old. He was born in Mexico. He did not have personal income last year.
1333330,"1,2",I am a 83-year-old man. I have trouble with my hearing. I was born in Oklahoma. I am a agricultural worker. I made $13.4K last year.,I live with my son.,We live in Texas. We live in a house built in the 2000s with 3 bedrooms. We own our home. our annual property taxes are $ 800 - 849.,2: My son is 51-year-old. He was born in Texas. he have been looking for work. He works as a Veterinary assistant and laboratory animal caretaker. He made $30.6K last year.
1435637,"1,2","I am a 22-year-old man. I moved last year. I was born in Louisiana. I am a Maintenance and repair worker, general. I made $60K last year. I drive to work. I leave for work at around 6:02 AM. It takes me about 20 minutes to get to work.",I live with my female partner.,"We live in the Virginia Beach-Chesapeake-Norfolk, VA-NC area. We live in a 5-9 family building built in the 2000s with 2 bedrooms. We rent.","2: My female partner is 23-year-old. She was born in Oklahoma. she have been looking for work. She is a Hairdresser, hairstylist, and cosmetologist. She did not have personal income last year."
